region,country,item,year,pest_value,avg_pre,avg_temp,yield_value
South/Central America & Carribean,Dominican Republic,Sorghum,2002,3.05,1410.0,26.47,19380
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,3.05,1410.0,26.47,55312
South/Central America & Carribean,Dominican Republic,Bananas,2002,3.05,1410.0,26.47,317093
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2002,3.05,1410.0,26.47,44107
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2002,3.05,1410.0,26.47,60518
South/Central America & Carribean,Dominican Republic,Sugar cane,2002,3.05,1410.0,26.47,388027
South/Central America & Carribean,Dominican Republic,Green garlic,2002,3.05,1410.0,26.47,66085
South/Central America & Carribean,Dominican Republic,"Peas, dry",2002,3.05,1410.0,26.47,11538
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2002,3.05,1410.0,26.47,26381
South/Central America & Carribean,Dominican Republic,Lemons and limes,2002,3.05,1410.0,26.47,12566
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2002,3.05,1410.0,26.47,69924
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2002,3.05,1410.0,26.47,66250
South/Central America & Carribean,Dominican Republic,Pineapples,2002,3.05,1410.0,26.47,166253
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2002,3.05,1410.0,26.47,67950
South/Central America & Carribean,Dominican Republic,"Coffee, green",2002,3.05,1410.0,26.47,2800
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2002,3.05,1410.0,26.47,46191
South/Central America & Carribean,Dominican Republic,Maize (corn),2003,0.69,1410.0,26.54,14176
South/Central America & Carribean,Dominican Republic,Tomatoes,2003,0.69,1410.0,26.54,303796
South/Central America & Carribean,Dominican Republic,Potatoes,2003,0.69,1410.0,26.54,183625
South/Central America & Carribean,Dominican Republic,Cabbages,2003,0.69,1410.0,26.54,1184977
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2003,0.69,1410.0,26.54,140384
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2003,0.69,1410.0,26.54,12788
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2003,0.69,1410.0,26.54,97926
South/Central America & Carribean,Dominican Republic,"Beans, dry",2003,0.69,1410.0,26.54,7836
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2003,0.69,1410.0,26.54,239874
South/Central America & Carribean,Dominican Republic,Rice,2003,0.69,1410.0,26.54,46392
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2003,0.69,1410.0,26.54,10810
South/Central America & Carribean,Dominican Republic,Oranges,2003,0.69,1410.0,26.54,179468
South/Central America & Carribean,Dominican Republic,Sorghum,2003,0.69,1410.0,26.54,21076
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,0.69,1410.0,26.54,62138
South/Central America & Carribean,Dominican Republic,Bananas,2003,0.69,1410.0,26.54,317205
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2003,0.69,1410.0,26.54,42668
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2003,0.69,1410.0,26.54,64943
South/Central America & Carribean,Dominican Republic,Sugar cane,2003,0.69,1410.0,26.54,570807
South/Central America & Carribean,Dominican Republic,Green garlic,2003,0.69,1410.0,26.54,55873
South/Central America & Carribean,Dominican Republic,"Peas, dry",2003,0.69,1410.0,26.54,12500
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2003,0.69,1410.0,26.54,30424
South/Central America & Carribean,Dominican Republic,Lemons and limes,2003,0.69,1410.0,26.54,12500
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2003,0.69,1410.0,26.54,73110
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2003,0.69,1410.0,26.54,60714
South/Central America & Carribean,Dominican Republic,Pineapples,2003,0.69,1410.0,26.54,150736
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2003,0.69,1410.0,26.54,67915
South/Central America & Carribean,Dominican Republic,"Coffee, green",2003,0.69,1410.0,26.54,2769
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2003,0.69,1410.0,26.54,47893
South/Central America & Carribean,Dominican Republic,Maize (corn),2004,3.04,1410.0,26.13,14924
South/Central America & Carribean,Dominican Republic,Tomatoes,2004,3.04,1410.0,26.13,258978
South/Central America & Carribean,Dominican Republic,Potatoes,2004,3.04,1410.0,26.13,179600
South/Central America & Carribean,Dominican Republic,Cabbages,2004,3.04,1410.0,26.13,1102696
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2004,3.04,1410.0,26.13,125476
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2004,3.04,1410.0,26.13,13031
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2004,3.04,1410.0,26.13,46350
South/Central America & Carribean,Dominican Republic,"Beans, dry",2004,3.04,1410.0,26.13,7462
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2004,3.04,1410.0,26.13,233696
South/Central America & Carribean,Dominican Republic,Rice,2004,3.04,1410.0,26.13,43044
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2004,3.04,1410.0,26.13,13374
South/Central America & Carribean,Dominican Republic,Oranges,2004,3.04,1410.0,26.13,201727
South/Central America & Carribean,Dominican Republic,Sorghum,2004,3.04,1410.0,26.13,19686
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,3.04,1410.0,26.13,54552
South/Central America & Carribean,Dominican Republic,Bananas,2004,3.04,1410.0,26.13,312569
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2004,3.04,1410.0,26.13,49071
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2004,3.04,1410.0,26.13,64152
South/Central America & Carribean,Dominican Republic,Sugar cane,2004,3.04,1410.0,26.13,570815
South/Central America & Carribean,Dominican Republic,Green garlic,2004,3.04,1410.0,26.13,58063
South/Central America & Carribean,Dominican Republic,"Peas, dry",2004,3.04,1410.0,26.13,12241
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2004,3.04,1410.0,26.13,23966
South/Central America & Carribean,Dominican Republic,Lemons and limes,2004,3.04,1410.0,26.13,14286
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2004,3.04,1410.0,26.13,65505
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2004,3.04,1410.0,26.13,57692
South/Central America & Carribean,Dominican Republic,Pineapples,2004,3.04,1410.0,26.13,128336
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2004,3.04,1410.0,26.13,60726
South/Central America & Carribean,Dominican Republic,"Coffee, green",2004,3.04,1410.0,26.13,2656
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2004,3.04,1410.0,26.13,43025
South/Central America & Carribean,Dominican Republic,Maize (corn),2005,2.88,1410.0,26.54,14206
South/Central America & Carribean,Dominican Republic,Tomatoes,2005,2.88,1410.0,26.54,331686
South/Central America & Carribean,Dominican Republic,Potatoes,2005,2.88,1410.0,26.54,220766
South/Central America & Carribean,Dominican Republic,Cabbages,2005,2.88,1410.0,26.54,920787
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2005,2.88,1410.0,26.54,131128
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2005,2.88,1410.0,26.54,12560
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2005,2.88,1410.0,26.54,89951
South/Central America & Carribean,Dominican Republic,"Beans, dry",2005,2.88,1410.0,26.54,7519
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2005,2.88,1410.0,26.54,274842
South/Central America & Carribean,Dominican Republic,Rice,2005,2.88,1410.0,26.54,42047
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2005,2.88,1410.0,26.54,11239
South/Central America & Carribean,Dominican Republic,Oranges,2005,2.88,1410.0,26.54,143580
South/Central America & Carribean,Dominican Republic,Sorghum,2005,2.88,1410.0,26.54,20534
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2.88,1410.0,26.54,50541
South/Central America & Carribean,Dominican Republic,Bananas,2005,2.88,1410.0,26.54,309163
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2005,2.88,1410.0,26.54,44610
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2005,2.88,1410.0,26.54,62339
South/Central America & Carribean,Dominican Republic,Sugar cane,2005,2.88,1410.0,26.54,500824
South/Central America & Carribean,Dominican Republic,Green garlic,2005,2.88,1410.0,26.54,64185
South/Central America & Carribean,Dominican Republic,"Peas, dry",2005,2.88,1410.0,26.54,11014
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2005,2.88,1410.0,26.54,28842
South/Central America & Carribean,Dominican Republic,Lemons and limes,2005,2.88,1410.0,26.54,18559
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2005,2.88,1410.0,26.54,66559
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2005,2.88,1410.0,26.54,47000
South/Central America & Carribean,Dominican Republic,Pineapples,2005,2.88,1410.0,26.54,102791
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2005,2.88,1410.0,26.54,56723
South/Central America & Carribean,Dominican Republic,"Coffee, green",2005,2.88,1410.0,26.54,3023
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2005,2.88,1410.0,26.54,27328
South/Central America & Carribean,Dominican Republic,Maize (corn),2006,3.37,1410.0,26.72,13900
South/Central America & Carribean,Dominican Republic,Tomatoes,2006,3.37,1410.0,26.72,330664
South/Central America & Carribean,Dominican Republic,Potatoes,2006,3.37,1410.0,26.72,222125
South/Central America & Carribean,Dominican Republic,Cabbages,2006,3.37,1410.0,26.72,754580
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2006,3.37,1410.0,26.72,154126
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2006,3.37,1410.0,26.72,14050
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2006,3.37,1410.0,26.72,90679
South/Central America & Carribean,Dominican Republic,"Beans, dry",2006,3.37,1410.0,26.72,8299
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2006,3.37,1410.0,26.72,268909
South/Central America & Carribean,Dominican Republic,Rice,2006,3.37,1410.0,26.72,46865
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2006,3.37,1410.0,26.72,11438
South/Central America & Carribean,Dominican Republic,Oranges,2006,3.37,1410.0,26.72,165112
South/Central America & Carribean,Dominican Republic,Sorghum,2006,3.37,1410.0,26.72,20497
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,3.37,1410.0,26.72,48359
South/Central America & Carribean,Dominican Republic,Bananas,2006,3.37,1410.0,26.72,259483
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2006,3.37,1410.0,26.72,45905
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2006,3.37,1410.0,26.72,70151
South/Central America & Carribean,Dominican Republic,Sugar cane,2006,3.37,1410.0,26.72,575340
South/Central America & Carribean,Dominican Republic,Green garlic,2006,3.37,1410.0,26.72,62271
South/Central America & Carribean,Dominican Republic,"Peas, dry",2006,3.37,1410.0,26.72,10502
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2006,3.37,1410.0,26.72,23765
South/Central America & Carribean,Dominican Republic,Lemons and limes,2006,3.37,1410.0,26.72,19020
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2006,3.37,1410.0,26.72,72182
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2006,3.37,1410.0,26.72,42353
South/Central America & Carribean,Dominican Republic,Pineapples,2006,3.37,1410.0,26.72,91599
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2006,3.37,1410.0,26.72,61924
South/Central America & Carribean,Dominican Republic,"Coffee, green",2006,3.37,1410.0,26.72,3101
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2006,3.37,1410.0,26.72,27527
South/Central America & Carribean,Dominican Republic,Maize (corn),2007,4.66,1410.0,26.74,13350
South/Central America & Carribean,Dominican Republic,Tomatoes,2007,4.66,1410.0,26.74,299473
South/Central America & Carribean,Dominican Republic,Potatoes,2007,4.66,1410.0,26.74,216325
South/Central America & Carribean,Dominican Republic,Cabbages,2007,4.66,1410.0,26.74,584472
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2007,4.66,1410.0,26.74,158953
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2007,4.66,1410.0,26.74,13337
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2007,4.66,1410.0,26.74,73945
South/Central America & Carribean,Dominican Republic,"Beans, dry",2007,4.66,1410.0,26.74,8468
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2007,4.66,1410.0,26.74,278694
South/Central America & Carribean,Dominican Republic,Rice,2007,4.66,1410.0,26.74,48112
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2007,4.66,1410.0,26.74,12146
South/Central America & Carribean,Dominican Republic,Oranges,2007,4.66,1410.0,26.74,150672
South/Central America & Carribean,Dominican Republic,Sorghum,2007,4.66,1410.0,26.74,17929
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,4.66,1410.0,26.74,36784
South/Central America & Carribean,Dominican Republic,Bananas,2007,4.66,1410.0,26.74,265736
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2007,4.66,1410.0,26.74,46893
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2007,4.66,1410.0,26.74,75696
South/Central America & Carribean,Dominican Republic,Sugar cane,2007,4.66,1410.0,26.74,490340
South/Central America & Carribean,Dominican Republic,Green garlic,2007,4.66,1410.0,26.74,62672
South/Central America & Carribean,Dominican Republic,"Peas, dry",2007,4.66,1410.0,26.74,9125
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2007,4.66,1410.0,26.74,27030
South/Central America & Carribean,Dominican Republic,Lemons and limes,2007,4.66,1410.0,26.74,15000
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2007,4.66,1410.0,26.74,75588
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2007,4.66,1410.0,26.74,44167
South/Central America & Carribean,Dominican Republic,Pineapples,2007,4.66,1410.0,26.74,134733
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2007,4.66,1410.0,26.74,55454
South/Central America & Carribean,Dominican Republic,"Coffee, green",2007,4.66,1410.0,26.74,3092
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2007,4.66,1410.0,26.74,28142
South/Central America & Carribean,Dominican Republic,Maize (corn),2008,4.51,1410.0,26.19,14532
South/Central America & Carribean,Dominican Republic,Tomatoes,2008,4.51,1410.0,26.19,305972
South/Central America & Carribean,Dominican Republic,Potatoes,2008,4.51,1410.0,26.19,205454
South/Central America & Carribean,Dominican Republic,Cabbages,2008,4.51,1410.0,26.19,567828
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2008,4.51,1410.0,26.19,163872
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2008,4.51,1410.0,26.19,12168
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2008,4.51,1410.0,26.19,103806
South/Central America & Carribean,Dominican Republic,"Beans, dry",2008,4.51,1410.0,26.19,7069
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2008,4.51,1410.0,26.19,157181
South/Central America & Carribean,Dominican Republic,Rice,2008,4.51,1410.0,26.19,48268
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2008,4.51,1410.0,26.19,12464
South/Central America & Carribean,Dominican Republic,Oranges,2008,4.51,1410.0,26.19,159537
South/Central America & Carribean,Dominican Republic,Sorghum,2008,4.51,1410.0,26.19,21736
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,4.51,1410.0,26.19,43464
South/Central America & Carribean,Dominican Republic,Bananas,2008,4.51,1410.0,26.19,242578
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2008,4.51,1410.0,26.19,42616
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2008,4.51,1410.0,26.19,71031
South/Central America & Carribean,Dominican Republic,Sugar cane,2008,4.51,1410.0,26.19,532848
South/Central America & Carribean,Dominican Republic,Green garlic,2008,4.51,1410.0,26.19,61473
South/Central America & Carribean,Dominican Republic,"Peas, dry",2008,4.51,1410.0,26.19,9932
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2008,4.51,1410.0,26.19,26941
South/Central America & Carribean,Dominican Republic,Lemons and limes,2008,4.51,1410.0,26.19,12000
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2008,4.51,1410.0,26.19,75141
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2008,4.51,1410.0,26.19,43333
South/Central America & Carribean,Dominican Republic,Pineapples,2008,4.51,1410.0,26.19,104501
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2008,4.51,1410.0,26.19,52048
South/Central America & Carribean,Dominican Republic,"Coffee, green",2008,4.51,1410.0,26.19,2669
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2008,4.51,1410.0,26.19,28066
South/Central America & Carribean,Dominican Republic,Maize (corn),2009,4.98,1410.0,26.34,14645
South/Central America & Carribean,Dominican Republic,Tomatoes,2009,4.98,1410.0,26.34,296158
South/Central America & Carribean,Dominican Republic,Potatoes,2009,4.98,1410.0,26.34,219707
South/Central America & Carribean,Dominican Republic,Cabbages,2009,4.98,1410.0,26.34,681965
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2009,4.98,1410.0,26.34,172959
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2009,4.98,1410.0,26.34,14671
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2009,4.98,1410.0,26.34,101197
South/Central America & Carribean,Dominican Republic,"Beans, dry",2009,4.98,1410.0,26.34,9069
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2009,4.98,1410.0,26.34,313492
South/Central America & Carribean,Dominican Republic,Rice,2009,4.98,1410.0,26.34,42862
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2009,4.98,1410.0,26.34,12751
South/Central America & Carribean,Dominican Republic,Oranges,2009,4.98,1410.0,26.34,159371
South/Central America & Carribean,Dominican Republic,Sorghum,2009,4.98,1410.0,26.34,19343
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,4.98,1410.0,26.34,50474
South/Central America & Carribean,Dominican Republic,Bananas,2009,4.98,1410.0,26.34,326409
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2009,4.98,1410.0,26.34,44016
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2009,4.98,1410.0,26.34,77468
South/Central America & Carribean,Dominican Republic,Sugar cane,2009,4.98,1410.0,26.34,540600
South/Central America & Carribean,Dominican Republic,Green garlic,2009,4.98,1410.0,26.34,57688
South/Central America & Carribean,Dominican Republic,"Peas, dry",2009,4.98,1410.0,26.34,9952
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2009,4.98,1410.0,26.34,30079
South/Central America & Carribean,Dominican Republic,Lemons and limes,2009,4.98,1410.0,26.34,13142
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2009,4.98,1410.0,26.34,77183
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2009,4.98,1410.0,26.34,44778
South/Central America & Carribean,Dominican Republic,Pineapples,2009,4.98,1410.0,26.34,144396
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2009,4.98,1410.0,26.34,52332
South/Central America & Carribean,Dominican Republic,"Coffee, green",2009,4.98,1410.0,26.34,2846
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2009,4.98,1410.0,26.34,27458
South/Central America & Carribean,Dominican Republic,Maize (corn),2010,5.26,1410.0,26.74,16818
South/Central America & Carribean,Dominican Republic,Tomatoes,2010,5.26,1410.0,26.74,655715
South/Central America & Carribean,Dominican Republic,Potatoes,2010,5.26,1410.0,26.74,237316
South/Central America & Carribean,Dominican Republic,Cabbages,2010,5.26,1410.0,26.74,816176
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2010,5.26,1410.0,26.74,182017
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2010,5.26,1410.0,26.74,6412
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2010,5.26,1410.0,26.74,108833
South/Central America & Carribean,Dominican Republic,"Beans, dry",2010,5.26,1410.0,26.74,9026
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2010,5.26,1410.0,26.74,284381
South/Central America & Carribean,Dominican Republic,Rice,2010,5.26,1410.0,26.74,47651
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2010,5.26,1410.0,26.74,14336
South/Central America & Carribean,Dominican Republic,Oranges,2010,5.26,1410.0,26.74,166713
South/Central America & Carribean,Dominican Republic,Sorghum,2010,5.26,1410.0,26.74,21139
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,5.26,1410.0,26.74,51976
South/Central America & Carribean,Dominican Republic,Bananas,2010,5.26,1410.0,26.74,334866
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2010,5.26,1410.0,26.74,45544
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2010,5.26,1410.0,26.74,81343
South/Central America & Carribean,Dominican Republic,Sugar cane,2010,5.26,1410.0,26.74,574907
South/Central America & Carribean,Dominican Republic,Green garlic,2010,5.26,1410.0,26.74,57646
South/Central America & Carribean,Dominican Republic,"Peas, dry",2010,5.26,1410.0,26.74,10031
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2010,5.26,1410.0,26.74,36990
South/Central America & Carribean,Dominican Republic,Lemons and limes,2010,5.26,1410.0,26.74,20353
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2010,5.26,1410.0,26.74,84606
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2010,5.26,1410.0,26.74,44133
South/Central America & Carribean,Dominican Republic,Pineapples,2010,5.26,1410.0,26.74,192251
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2010,5.26,1410.0,26.74,47042
South/Central America & Carribean,Dominican Republic,"Coffee, green",2010,5.26,1410.0,26.74,1641
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2010,5.26,1410.0,26.74,33294
South/Central America & Carribean,Dominican Republic,Maize (corn),2011,5.32,1410.0,26.37,16229
South/Central America & Carribean,Dominican Republic,Tomatoes,2011,5.32,1410.0,26.37,425285
South/Central America & Carribean,Dominican Republic,Potatoes,2011,5.32,1410.0,26.37,236186
South/Central America & Carribean,Dominican Republic,Cabbages,2011,5.32,1410.0,26.37,802509
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2011,5.32,1410.0,26.37,176054
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2011,5.32,1410.0,26.37,14077
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2011,5.32,1410.0,26.37,111114
South/Central America & Carribean,Dominican Republic,"Beans, dry",2011,5.32,1410.0,26.37,8932
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2011,5.32,1410.0,26.37,137169
South/Central America & Carribean,Dominican Republic,Rice,2011,5.32,1410.0,26.37,50057
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2011,5.32,1410.0,26.37,14831
South/Central America & Carribean,Dominican Republic,Oranges,2011,5.32,1410.0,26.37,164125
South/Central America & Carribean,Dominican Republic,Sorghum,2011,5.32,1410.0,26.37,14666
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,5.32,1410.0,26.37,50740
South/Central America & Carribean,Dominican Republic,Bananas,2011,5.32,1410.0,26.37,212509
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2011,5.32,1410.0,26.37,44718
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2011,5.32,1410.0,26.37,80907
South/Central America & Carribean,Dominican Republic,Sugar cane,2011,5.32,1410.0,26.37,466251
South/Central America & Carribean,Dominican Republic,Green garlic,2011,5.32,1410.0,26.37,87626
South/Central America & Carribean,Dominican Republic,"Peas, dry",2011,5.32,1410.0,26.37,10128
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2011,5.32,1410.0,26.37,45233
South/Central America & Carribean,Dominican Republic,Lemons and limes,2011,5.32,1410.0,26.37,20812
South/Central America & Carribean,Dominican Republic,"Cassava, fresh",2011,5.32,1410.0,26.37,78686
South/Central America & Carribean,Dominican Republic,"Mangoes, guavas and mangosteens",2011,5.32,1410.0,26.37,42777
South/Central America & Carribean,Dominican Republic,Pineapples,2011,5.32,1410.0,26.37,235763
South/Central America & Carribean,Dominican Republic,Eggplants (aubergines),2011,5.32,1410.0,26.37,49638
South/Central America & Carribean,Dominican Republic,"Coffee, green",2011,5.32,1410.0,26.37,1701
South/Central America & Carribean,Dominican Republic,"Coconuts, in shell",2011,5.32,1410.0,26.37,38668
South/Central America & Carribean,Dominican Republic,Maize (corn),2012,5.59,1410.0,26.4,15675
South/Central America & Carribean,Dominican Republic,Tomatoes,2012,5.59,1410.0,26.4,357238
South/Central America & Carribean,Dominican Republic,Potatoes,2012,5.59,1410.0,26.4,242634
South/Central America & Carribean,Dominican Republic,Cabbages,2012,5.59,1410.0,26.4,545406
South/Central America & Carribean,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",2012,5.59,1410.0,26.4,149879
South/Central America & Carribean,Dominican Republic,Unmanufactured tobacco,2012,5.59,1410.0,26.4,14292
South/Central America & Carribean,Dominican Republic,Cucumbers and gherkins,2012,5.59,1410.0,26.4,113657
South/Central America & Carribean,Dominican Republic,"Beans, dry",2012,5.59,1410.0,26.4,8968
South/Central America & Carribean,Dominican Republic,Carrots and turnips,2012,5.59,1410.0,26.4,175879
South/Central America & Carribean,Dominican Republic,Rice,2012,5.59,1410.0,26.4,41266
South/Central America & Carribean,Dominican Republic,"Groundnuts, excluding shelled",2012,5.59,1410.0,26.4,15186
South/Central America & Carribean,Dominican Republic,Oranges,2012,5.59,1410.0,26.4,175445
South/Central America & Carribean,Dominican Republic,Sorghum,2012,5.59,1410.0,26.4,14585
South/Central America & Carribean,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,5.59,1410.0,26.4,48872
South/Central America & Carribean,Dominican Republic,Bananas,2012,5.59,1410.0,26.4,425565
South/Central America & Carribean,Dominican Republic,"Pumpkins, squash and gourds",2012,5.59,1410.0,26.4,48012
South/Central America & Carribean,Dominican Republic,Sweet potatoes,2012,5.59,1410.0,26.4,81007
South/Central America & Carribean,Dominican Republic,Sugar cane,2012,5.59,1410.0,26.4,456048
South/Central America & Carribean,Dominican Republic,Green garlic,2012,5.59,1410.0,26.4,78635
South/Central America & Carribean,Dominican Republic,"Peas, dry",2012,5.59,1410.0,26.4,9783
South/Central America & Carribean,Dominican Republic,Lettuce and chicory,2012,5.59,1410.0,26.4,48989
South/Central America & Carribean,Dominican Republic,Lemons and limes,2012,5.59,1410.0,26.4,44706
